vehicle_id,vehicle_type,date,zone,zone_lat,zone_lon,demand_score,trip_count,battery_level_start,battery_level_end,charge_minutes,idle_minutes,downtime_wait_minutes,charger_distance_km,revenue_per_trip,downtime_cost,is_weekend,total_revenue,net_revenue
ER-1032,Standard E-Rick,2024-02-03,Pimpri,18.62116,73.78615,0.562,7,91.9,66.2,47,65,38,4.21,37.51,35.63,1,262.57,226.94
ER-1032,Standard E-Rick,2024-02-04,Pimpri,18.6543,73.81107,0.378,5,82.1,62.1,40,30,16,1.79,28.38,11.35,1,141.9,130.55
ER-1032,Standard E-Rick,2024-02-05,Pimpri,18.66004,73.82595,0.647,10,86.6,43.7,50,54,43,4.69,55.73,59.9,0,557.3,497.4
ER-1032,Standard E-Rick,2024-02-06,Pimpri,18.61361,73.80249,0.707,11,89.5,26.1,96,28,14,2.05,70.55,24.69,0,776.05,751.3599999999999
ER-1032,Standard E-Rick,2024-02-07,Pimpri,18.59403,73.80627,0.715,14,93.2,5.6,115,49,63,7.64,68.8,108.36,0,963.1999999999999,854.8399999999999
ER-1032,Standard E-Rick,2024-02-08,Pimpri,18.63786,73.81044,0.719,12,93.6,24.4,80,54,47,6.45,44.55,52.35,0,534.5999999999999,482.2499999999999
ER-1032,Standard E-Rick,2024-02-09,Pimpri,18.61006,73.77644,0.663,12,66.1,5.0,128,71,33,2.96,66.85,55.15,0,802.1999999999999,747.05
ER-1032,Standard E-Rick,2024-02-10,Pimpri,18.63483,73.82447,0.595,8,78.4,29.3,83,76,30,4.08,73.71,55.28,1,589.68,534.4
ER-1032,Standard E-Rick,2024-02-11,Pimpri,18.62317,73.77,0.546,11,92.0,49.3,43,72,61,7.34,49.66,75.73,1,546.26,470.53
ER-1032,Standard E-Rick,2024-02-12,Pimpri,18.63394,73.80368,0.664,12,85.7,20.7,117,82,6,1.34,51.3,7.7,0,615.5999999999999,607.8999999999999
ER-1032,Standard E-Rick,2024-02-13,Pimpri,18.62705,73.81387,0.595,10,70.8,11.5,94,57,0,0.45,38.53,0.0,0,385.3,385.3
ER-1032,Standard E-Rick,2024-02-14,Pimpri,18.62167,73.77674,0.697,11,90.4,43.8,74,76,3,0.59,28.58,2.14,0,314.38,312.24
ER-1032,Standard E-Rick,2024-02-15,Pimpri,18.61772,73.81477,0.707,13,81.2,28.1,75,88,27,4.46,65.21,44.02,0,847.7299999999999,803.7099999999999
ER-1032,Standard E-Rick,2024-02-16,Pimpri,18.6454,73.84515,0.757,11,64.5,8.0,125,61,1,1.57,39.39,0.98,0,433.29,432.31
ER-1032,Standard E-Rick,2024-02-17,Pimpri,18.61578,73.78995,0.559,7,68.1,30.4,73,49,15,1.68,34.42,12.91,1,240.94,228.03
ER-1032,Standard E-Rick,2024-02-18,Pimpri,18.62352,73.78812,0.545,7,66.7,40.4,68,35,34,4.0,73.66,62.61,1,515.62,453.01
ER-1032,Standard E-Rick,2024-02-19,Pimpri,18.64361,73.80084,0.734,12,65.5,5.0,91,24,5,1.21,28.91,3.61,0,346.92,343.31
ER-1032,Standard E-Rick,2024-02-20,Pimpri,18.64515,73.78379,0.805,19,80.7,5.0,99,43,20,2.78,59.57,29.79,0,1131.83,1102.04
ER-1032,Standard E-Rick,2024-02-21,Pimpri,18.65283,73.82094,0.606,14,95.3,27.6,71,64,19,1.96,51.96,24.68,0,727.44,702.7600000000001
ER-1032,Standard E-Rick,2024-02-22,Pimpri,18.64328,73.80715,0.707,17,61.1,5.0,108,86,44,5.24,45.3,49.83,0,770.0999999999999,720.2699999999999
ER-1032,Standard E-Rick,2024-02-23,Pimpri,18.63748,73.79117,0.618,11,74.4,7.2,124,49,40,4.07,70.02,70.02,0,770.2199999999999,700.1999999999999
ER-1032,Standard E-Rick,2024-02-24,Pimpri,18.62521,73.7791,0.556,7,71.8,46.9,38,25,22,2.87,62.99,34.64,1,440.93,406.29
ER-1032,Standard E-Rick,2024-02-25,Pimpri,18.64301,73.80742,0.529,12,69.9,5.0,126,86,62,6.57,64.38,99.79,1,772.56,672.77
ER-1032,Standard E-Rick,2024-02-26,Pimpri,18.65788,73.8165,0.693,14,89.9,20.9,94,81,16,1.5,47.3,18.92,0,662.1999999999999,643.28
ER-1032,Standard E-Rick,2024-02-27,Pimpri,18.62687,73.80795,0.789,11,78.8,12.5,124,89,47,6.58,33.8,39.71,0,371.79999999999995,332.09
ER-1032,Standard E-Rick,2024-02-28,Pimpri,18.61866,73.81496,0.589,12,64.3,15.2,90,65,68,7.56,46.9,79.74,0,562.8,483.05999999999995
ER-1032,Standard E-Rick,2024-02-29,Pimpri,18.64334,73.80419,0.649,10,97.1,58.8,60,25,69,7.45,35.83,61.81,0,358.29999999999995,296.48999999999995
ER-1033,Cargo E-Rick,2024-01-01,Wakad,18.61868,73.76832,0.731,10,91.5,42.1,83,22,19,2.75,38.84,18.45,0,388.40000000000003,369.95000000000005
ER-1033,Cargo E-Rick,2024-01-02,Wakad,18.61019,73.78702,0.571,10,83.1,21.5,123,26,25,3.88,31.91,19.94,0,319.1,299.16
ER-1033,Cargo E-Rick,2024-01-03,Wakad,18.60194,73.74828,0.74,10,76.9,29.2,77,33,1,1.09,34.0,0.85,0,340.0,339.15
ER-1033,Cargo E-Rick,2024-01-04,Wakad,18.6154,73.7797,0.735,13,97.4,42.6,58,37,53,6.5,53.16,70.43,0,691.0799999999999,620.6499999999999
ER-1033,Cargo E-Rick,2024-01-05,Wakad,18.60357,73.74248,0.755,9,94.1,53.9,77,20,27,2.12,59.72,40.31,0,537.48,497.17
ER-1033,Cargo E-Rick,2024-01-06,Wakad,18.58347,73.76417,0.596,10,71.4,27.2,86,85,67,7.94,72.48,121.4,1,724.8000000000001,603.4000000000001
ER-1033,Cargo E-Rick,2024-01-07,Wakad,18.57797,73.76597,0.556,7,63.0,21.6,96,32,41,4.81,54.65,56.02,1,382.55,326.53000000000003
ER-1033,Cargo E-Rick,2024-01-08,Wakad,18.58096,73.76009,0.668,12,71.3,13.0,89,66,38,5.53,28.4,26.98,0,340.79999999999995,313.81999999999994
ER-1033,Cargo E-Rick,2024-01-09,Wakad,18.58898,73.76483,0.73,13,65.5,16.4,122,76,56,7.44,52.55,73.57,0,683.15,609.5799999999999
ER-1033,Cargo E-Rick,2024-01-10,Wakad,18.60882,73.76991,0.764,10,61.2,5.0,101,78,13,1.73,34.3,11.15,0,343.0,331.85
ER-1033,Cargo E-Rick,2024-01-11,Wakad,18.61229,73.77319,0.687,8,73.8,38.7,75,23,8,0.62,41.02,8.2,0,328.16,319.96000000000004
ER-1033,Cargo E-Rick,2024-01-12,Wakad,18.60333,73.76429,0.675,12,90.3,33.8,46,63,35,4.69,59.17,51.77,0,710.04,658.27
ER-1033,Cargo E-Rick,2024-01-13,Wakad,18.57915,73.7753,0.54,9,84.7,49.0,51,76,15,2.27,43.54,16.33,1,391.86,375.53000000000003
ER-1033,Cargo E-Rick,2024-01-14,Wakad,18.63038,73.75875,0.698,13,86.4,9.3,102,80,42,5.1,29.93,31.43,1,389.09,357.65999999999997
ER-1033,Cargo E-Rick,2024-01-15,Wakad,18.60566,73.77565,0.591,8,91.0,47.1,68,71,21,2.29,38.45,20.19,0,307.6,287.41
ER-1033,Cargo E-Rick,2024-01-16,Wakad,18.60276,73.77629,0.664,9,73.7,19.9,90,88,48,6.19,52.72,63.26,0,474.48,411.22
ER-1033,Cargo E-Rick,2024-01-17,Wakad,18.62589,73.76008,0.774,11,62.0,22.3,106,33,26,3.12,51.05,33.18,0,561.55,528.37
ER-1033,Cargo E-Rick,2024-01-18,Wakad,18.60507,73.7659,0.668,8,93.5,63.3,35,53,48,6.38,31.26,37.52,0,250.08,212.56
ER-1033,Cargo E-Rick,2024-01-19,Wakad,18.58256,73.76955,0.749,11,91.5,37.7,88,78,42,5.57,57.29,60.16,0,630.1899999999999,570.03
ER-1033,Cargo E-Rick,2024-01-20,Wakad,18.58556,73.74599,0.587,7,85.0,39.5,35,81,40,5.54,59.83,59.83,1,418.81,358.98
ER-1033,Cargo E-Rick,2024-01-21,Wakad,18.58633,73.73885,0.61,10,76.5,30.9,63,35,21,3.68,70.37,36.95,1,703.7,666.75
ER-1033,Cargo E-Rick,2024-01-22,Wakad,18.58223,73.75059,0.73,12,96.8,23.5,78,30,33,4.53,69.63,57.45,0,835.56,778.1099999999999
ER-1033,Cargo E-Rick,2024-01-23,Wakad,18.60962,73.77417,0.73,13,87.1,17.7,99,81,13,2.19,60.41,19.63,0,785.3299999999999,765.6999999999999
ER-1033,Cargo E-Rick,2024-01-24,Wakad,18.6114,73.74888,0.759,13,95.5,45.4,64,53,17,2.47,58.02,24.66,0,754.26,729.6
ER-1033,Cargo E-Rick,2024-01-25,Wakad,18.59964,73.7501,0.777,8,75.9,41.8,82,70,64,7.64,53.0,84.79,0,424.0,339.21
ER-1033,Cargo E-Rick,2024-01-26,Wakad,18.58052,73.75765,0.773,12,95.0,33.1,83,71,7,1.51,65.99,11.55,0,791.8799999999999,780.3299999999999
ER-1033,Cargo E-Rick,2024-01-27,Wakad,18.57467,73.76863,0.68,10,86.6,32.6,82,73,44,6.24,40.79,44.87,1,407.9,363.03
ER-1033,Cargo E-Rick,2024-01-28,Wakad,18.61439,73.74805,0.507,9,94.6,56.9,27,80,15,1.58,32.96,12.36,1,296.64,284.28
ER-1033,Cargo E-Rick,2024-01-29,Wakad,18.61905,73.7644,0.668,9,91.4,36.8,75,81,33,4.95,47.61,39.28,0,428.49,389.21000000000004
ER-1033,Cargo E-Rick,2024-01-30,Wakad,18.60655,73.74768,0.744,12,71.3,17.6,100,23,25,3.49,69.39,43.37,0,832.6800000000001,789.3100000000001
ER-1033,Cargo E-Rick,2024-01-31,Wakad,18.62877,73.75957,0.659,10,71.6,11.0,92,68,8,2.04,28.14,5.63,0,281.4,275.77
ER-1033,Cargo E-Rick,2024-02-01,Wakad,18.60521,73.76945,0.808,13,70.0,23.9,59,64,43,5.26,68.8,73.96,0,894.4,820.4399999999999
ER-1033,Cargo E-Rick,2024-02-02,Wakad,18.58586,73.7622,0.793,12,65.3,5.0,128,39,26,3.41,61.09,39.71,0,733.08,693.37
ER-1033,Cargo E-Rick,2024-02-03,Wakad,18.63389,73.76721,0.719,10,79.7,17.7,97,64,43,6.72,38.63,41.52,1,386.3,344.78000000000003
ER-1033,Cargo E-Rick,2024-02-04,Wakad,18.61502,73.73631,0.638,9,87.8,56.2,56,62,65,7.91,48.22,78.36,1,433.98,355.62
ER-1033,Cargo E-Rick,2024-02-05,Wakad,18.5715,73.76257,0.582,9,68.2,34.3,54,46,51,6.12,66.06,84.23,0,594.54,510.30999999999995
ER-1033,Cargo E-Rick,2024-02-06,Wakad,18.60233,73.76777,0.742,13,76.2,5.0,121,36,32,5.14,40.41,32.33,0,525.3299999999999,492.99999999999994
ER-1033,Cargo E-Rick,2024-02-07,Wakad,18.59762,73.75951,0.577,8,66.9,20.6,90,70,44,4.8,37.55,41.31,0,300.4,259.09
ER-1033,Cargo E-Rick,2024-02-08,Wakad,18.59309,73.732,0.697,10,92.2,44.0,61,39,38,6.23,39.92,37.92,0,399.20000000000005,361.28000000000003
ER-1033,Cargo E-Rick,2024-02-09,Wakad,18.60443,73.76561,0.672,9,89.3,50.1,69,81,38,4.83,56.35,53.53,0,507.15000000000003,453.62
ER-1033,Cargo E-Rick,2024-02-10,Wakad,18.60167,73.74128,0.562,9,85.1,28.1,80,88,44,6.12,48.17,52.99,1,433.53000000000003,380.54
ER-1033,Cargo E-Rick,2024-02-11,Wakad,18.60423,73.78573,0.556,9,69.5,12.2,88,54,25,3.19,44.57,27.86,1,401.13,373.27
ER-1033,Cargo E-Rick,2024-02-12,Wakad,18.59638,73.74816,0.72,12,60.2,5.0,103,80,66,7.6,28.92,47.72,0,347.04,299.32000000000005
ER-1033,Cargo E-Rick,2024-02-13,Wakad,18.58985,73.74939,0.728,8,78.8,48.9,57,65,30,3.31,28.82,21.61,0,230.56,208.95
ER-1033,Cargo E-Rick,2024-02-14,Wakad,18.60294,73.72909,0.684,10,85.1,37.7,75,37,42,4.62,71.12,74.67,0,711.2,636.5300000000001
ER-1033,Cargo E-Rick,2024-02-15,Wakad,18.6251,73.7727,0.683,8,77.4,28.6,89,69,36,3.92,28.53,25.68,0,228.24,202.56
ER-1033,Cargo E-Rick,2024-02-16,Wakad,18.59548,73.77904,0.703,11,60.5,13.6,102,49,25,3.97,37.37,23.36,0,411.07,387.71
ER-1033,Cargo E-Rick,2024-02-17,Wakad,18.59793,73.7511,0.568,9,81.7,43.9,93,51,20,3.27,67.9,33.95,1,611.1,577.15
ER-1033,Cargo E-Rick,2024-02-18,Wakad,18.60868,73.76649,0.501,7,99.7,59.2,47,36,14,1.52,42.42,14.85,1,296.94,282.09
ER-1033,Cargo E-Rick,2024-02-19,Wakad,18.59859,73.7667,0.619,9,62.5,21.9,90,76,48,5.8,65.99,79.19,0,593.91,514.72
ER-1033,Cargo E-Rick,2024-02-20,Wakad,18.6067,73.75329,0.508,6,92.3,64.3,35,43,26,3.45,62.86,40.86,0,377.15999999999997,336.29999999999995
ER-1033,Cargo E-Rick,2024-02-21,Wakad,18.60067,73.74305,0.786,10,83.0,27.6,102,49,32,4.01,52.51,42.01,0,525.1,483.09000000000003
ER-1033,Cargo E-Rick,2024-02-22,Wakad,18.59668,73.75825,0.804,10,89.5,33.2,89,66,0,0.47,51.49,0.0,0,514.9,514.9
ER-1033,Cargo E-Rick,2024-02-23,Wakad,18.5945,73.79112,0.764,10,72.6,25.8,107,64,45,6.0,54.42,61.22,0,544.2,482.98
ER-1033,Cargo E-Rick,2024-02-24,Wakad,18.60486,73.73722,0.609,13,99.0,50.4,61,66,39,4.72,49.77,48.53,1,647.01,598.48
ER-1033,Cargo E-Rick,2024-02-25,Wakad,18.6009,73.73062,0.587,11,66.9,12.0,77,57,12,2.13,39.48,11.84,1,434.28,422.44
ER-1033,Cargo E-Rick,2024-02-26,Wakad,18.59556,73.76262,0.575,10,75.8,11.8,87,38,1,0.3,40.91,1.02,0,409.09999999999997,408.08
ER-1033,Cargo E-Rick,2024-02-27,Wakad,18.5915,73.73813,0.724,11,77.9,20.7,68,34,52,6.74,43.31,56.3,0,476.41,420.11
ER-1033,Cargo E-Rick,2024-02-28,Wakad,18.56937,73.76475,0.654,11,95.0,39.1,65,72,62,7.27,51.26,79.45,0,563.86,484.41
ER-1033,Cargo E-Rick,2024-02-29,Wakad,18.62542,73.76604,0.761,10,78.3,23.2,102,26,16,2.25,51.94,20.78,0,519.4,498.62
ER-1034,Premium E-Rick,2024-01-01,Pimpri,18.65813,73.80082,0.852,17,87.0,17.9,99,87,1,0.51,66.66,1.67,0,1133.22,1131.55
ER-1034,Premium E-Rick,2024-01-02,Pimpri,18.61556,73.81452,0.526,8,80.7,31.5,106,52,16,2.14,85.12,34.05,0,680.96,646.9100000000001
ER-1034,Premium E-Rick,2024-01-03,Pimpri,18.62344,73.78999,0.657,10,87.4,41.9,63,34,17,2.99,80.02,34.01,0,800.1999999999999,766.1899999999999
ER-1034,Premium E-Rick,2024-01-04,Pimpri,18.65462,73.81597,0.691,12,85.5,19.7,86,56,7,1.7,71.6,12.53,0,859.1999999999999,846.67
ER-1034,Premium E-Rick,2024-01-05,Pimpri,18.63465,73.77819,0.707,12,98.5,43.8,33,58,1,0.9,33.78,0.84,0,405.36,404.52000000000004
ER-1034,Premium E-Rick,2024-01-06,Pimpri,18.61705,73.81547,0.585,10,71.4,9.3,114,20,29,4.39,79.72,57.8,1,797.2,739.4000000000001
ER-1034,Premium E-Rick,2024-01-07,Pimpri,18.60807,73.78388,0.633,14,89.9,12.7,96,59,16,3.0,55.99,22.4,1,783.86,761.46
ER-1034,Premium E-Rick,2024-01-08,Pimpri,18.61827,73.78888,0.672,12,93.2,24.0,79,86,53,7.61,33.79,44.77,0,405.48,360.71000000000004
ER-1034,Premium E-Rick,2024-01-09,Pimpri,18.64386,73.77592,0.83,16,87.1,5.0,127,58,61,7.26,50.46,76.96,0,807.36,730.4
ER-1034,Premium E-Rick,2024-01-10,Pimpri,18.63973,73.78801,0.66,10,77.1,28.3,101,45,11,2.12,60.45,16.62,0,604.5,587.88
ER-1034,Premium E-Rick,2024-01-11,Pimpri,18.60982,73.81749,0.634,10,83.2,45.0,66,64,25,3.76,49.01,30.63,0,490.09999999999997,459.46999999999997
ER-1034,Premium E-Rick,2024-01-12,Pimpri,18.64235,73.80111,0.543,10,68.9,29.0,91,51,43,4.55,53.62,57.65,0,536.1999999999999,478.54999999999995
ER-1034,Premium E-Rick,2024-01-13,Pimpri,18.63266,73.80395,0.555,12,65.5,5.0,92,24,55,7.27,37.48,51.54,1,449.76,398.21999999999997
ER-1034,Premium E-Rick,2024-01-14,Pimpri,18.6475,73.79533,0.649,14,85.7,15.0,131,26,45,5.77,61.12,68.76,1,855.68,786.92
ER-1034,Premium E-Rick,2024-01-15,Pimpri,18.62256,73.81127,0.728,15,79.9,12.2,116,24,40,5.59,32.28,32.28,0,484.20000000000005,451.9200000000001
ER-1034,Premium E-Rick,2024-01-16,Pimpri,18.65138,73.80153,0.642,14,76.8,10.7,134,61,58,6.81,76.71,111.23,0,1073.9399999999998,962.7099999999998
ER-1034,Premium E-Rick,2024-01-17,Pimpri,18.63835,73.81719,0.566,9,89.1,52.2,37,83,32,4.33,54.12,43.3,0,487.08,443.78
ER-1034,Premium E-Rick,2024-01-18,Pimpri,18.63659,73.7984,0.629,12,79.6,37.0,63,22,28,3.42,39.01,27.3,0,468.12,440.82
ER-1034,Premium E-Rick,2024-01-19,Pimpri,18.6301,73.78961,0.634,13,63.9,17.5,94,67,58,6.3,81.21,117.76,0,1055.73,937.97
ER-1034,Premium E-Rick,2024-01-20,Pimpri,18.64752,73.78033,0.642,12,73.6,12.7,107,75,2,0.36,32.48,1.62,1,389.76,388.14
ER-1034,Premium E-Rick,2024-01-21,Pimpri,18.61616,73.80247,0.741,14,61.4,5.0,88,26,65,7.58,51.91,84.36,1,726.74,642.38
ER-1034,Premium E-Rick,2024-01-22,Pimpri,18.63491,73.7965,0.718,15,93.0,7.9,118,54,6,1.54,67.2,10.08,0,1008.0,997.92
ER-1034,Premium E-Rick,2024-01-23,Pimpri,18.60389,73.81207,0.793,17,85.6,5.0,103,34,49,6.04,47.38,58.05,0,805.46,747.4100000000001
ER-1034,Premium E-Rick,2024-01-24,Pimpri,18.61544,73.83823,0.681,14,81.8,28.5,104,64,2,0.81,44.2,2.21,0,618.8000000000001,616.59
ER-1034,Premium E-Rick,2024-01-25,Pimpri,18.6301,73.75585,0.604,14,96.3,38.9,72,76,25,3.18,85.5,53.43,0,1197.0,1143.57
ER-1034,Premium E-Rick,2024-01-26,Pimpri,18.62557,73.77644,0.704,15,78.0,5.3,113,78,33,3.31,78.52,64.78,0,1177.8,1113.02
ER-1034,Premium E-Rick,2024-01-27,Pimpri,18.60665,73.80731,0.56,12,85.2,15.1,114,44,29,3.37,85.42,61.93,1,1025.04,963.11
ER-1034,Premium E-Rick,2024-01-28,Pimpri,18.64869,73.79832,0.725,12,82.9,27.5,64,25,6,0.86,82.26,12.34,1,987.1200000000001,974.7800000000001
ER-1034,Premium E-Rick,2024-01-29,Pimpri,18.62188,73.78483,0.643,11,76.3,35.8,69,29,61,6.87,47.74,72.8,0,525.14,452.34
ER-1034,Premium E-Rick,2024-01-30,Pimpri,18.64172,73.79365,0.704,13,90.4,14.7,110,55,0,0.48,36.58,0.0,0,475.53999999999996,475.53999999999996
ER-1034,Premium E-Rick,2024-01-31,Pimpri,18.6489,73.8118,0.572,13,73.2,22.2,100,81,15,1.26,41.28,15.48,0,536.64,521.16
ER-1034,Premium E-Rick,2024-02-01,Pimpri,18.62841,73.77651,0.51,14,88.5,29.3,96,49,16,2.36,75.53,30.21,0,1057.42,1027.21
ER-1034,Premium E-Rick,2024-02-02,Pimpri,18.64104,73.75579,0.779,16,74.0,5.0,149,29,13,1.27,57.94,18.83,0,927.04,908.2099999999999
ER-1034,Premium E-Rick,2024-02-03,Pimpri,18.65046,73.80293,0.572,11,86.3,33.5,93,86,27,3.44,74.24,50.11,1,816.64,766.53
ER-1034,Premium E-Rick,2024-02-04,Pimpri,18.60611,73.79723,0.645,13,71.0,14.9,97,48,37,5.18,46.94,43.42,1,610.22,566.8000000000001
ER-1034,Premium E-Rick,2024-02-05,Pimpri,18.65709,73.79376,0.68,17,73.6,5.0,117,55,41,5.28,33.81,34.66,0,574.77,540.11
ER-1034,Premium E-Rick,2024-02-06,Pimpri,18.62469,73.82795,0.707,9,69.2,28.7,69,68,20,2.5,74.4,37.2,0,669.6,632.4
ER-1034,Premium E-Rick,2024-02-07,Pimpri,18.63436,73.798,0.626,17,72.9,9.7,92,35,42,6.58,57.0,59.85,0,969.0,909.15
ER-1034,Premium E-Rick,2024-02-08,Pimpri,18.62431,73.81085,0.639,14,83.4,14.1,93,86,50,6.62,65.26,81.58,0,913.6400000000001,832.0600000000001
ER-1034,Premium E-Rick,2024-02-09,Pimpri,18.62489,73.80504,0.739,13,72.0,5.0,134,41,14,1.25,41.45,14.51,0,538.85,524.34
ER-1034,Premium E-Rick,2024-02-10,Pimpri,18.63343,73.79513,0.464,9,71.9,15.6,92,32,41,5.63,53.24,54.57,1,479.16,424.59000000000003
ER-1034,Premium E-Rick,2024-02-11,Pimpri,18.63927,73.79391,0.676,14,95.9,20.1,106,47,52,5.94,46.72,60.73,1,654.0799999999999,593.3499999999999
ER-1034,Premium E-Rick,2024-02-12,Pimpri,18.60934,73.83153,0.534,6,93.7,67.0,59,21,36,5.07,71.05,63.94,0,426.29999999999995,362.35999999999996
ER-1034,Premium E-Rick,2024-02-13,Pimpri,18.61742,73.81861,0.83,20,92.4,5.0,119,44,9,1.92,60.16,13.54,0,1203.1999999999998,1189.6599999999999
ER-1034,Premium E-Rick,2024-02-14,Pimpri,18.60094,73.82644,0.631,12,94.0,23.2,95,56,19,1.77,72.45,34.41,0,869.4000000000001,834.9900000000001
ER-1034,Premium E-Rick,2024-02-15,Pimpri,18.61347,73.78061,0.624,13,85.6,10.7,104,32,3,0.64,45.18,3.39,0,587.34,583.95
ER-1034,Premium E-Rick,2024-02-16,Pimpri,18.65385,73.8144,0.638,13,73.8,25.1,88,47,24,2.24,84.62,50.77,0,1100.06,1049.29
ER-1034,Premium E-Rick,2024-02-17,Pimpri,18.64472,73.78768,0.576,13,66.3,5.0,105,60,61,7.75,38.52,58.75,1,500.76000000000005,442.01000000000005
ER-1034,Premium E-Rick,2024-02-18,Pimpri,18.63833,73.77582,0.638,10,79.1,34.7,90,28,21,2.67,45.94,24.12,1,459.4,435.28
ER-1034,Premium E-Rick,2024-02-19,Pimpri,18.62307,73.80448,0.672,13,99.9,50.0,54,81,7,1.3,68.52,11.99,0,890.76,878.77
ER-1034,Premium E-Rick,2024-02-20,Pimpri,18.63091,73.79636,0.78,11,62.3,5.0,121,69,10,0.72,71.29,17.82,0,784.19,766.37
ER-1034,Premium E-Rick,2024-02-21,Pimpri,18.62255,73.79826,0.684,11,62.8,16.5,85,29,12,1.72,76.87,23.06,0,845.57,822.5100000000001
ER-1034,Premium E-Rick,2024-02-22,Pimpri,18.65671,73.80833,0.601,12,75.0,22.2,83,74,66,7.41,77.01,127.06,0,924.1200000000001,797.0600000000002
ER-1034,Premium E-Rick,2024-02-23,Pimpri,18.6059,73.79453,0.722,15,64.3,5.0,97,50,34,4.44,79.25,67.37,0,1188.75,1121.38
ER-1034,Premium E-Rick,2024-02-24,Pimpri,18.61772,73.78099,0.461,8,93.2,57.8,51,86,7,0.64,49.6,8.68,1,396.8,388.12
ER-1034,Premium E-Rick,2024-02-25,Pimpri,18.62615,73.83091,0.619,12,90.2,47.4,67,57,26,3.67,52.81,34.33,1,633.72,599.39
ER-1034,Premium E-Rick,2024-02-26,Pimpri,18.61057,73.79704,0.649,13,97.6,38.1,62,70,38,3.29,81.04,76.99,0,1053.52,976.53
ER-1034,Premium E-Rick,2024-02-27,Pimpri,18.63154,73.8072,0.787,15,91.0,30.9,77,57,24,1.96,37.68,22.61,0,565.2,542.59
ER-1034,Premium E-Rick,2024-02-28,Pimpri,18.63847,73.79698,0.679,11,69.9,27.3,91,51,10,1.08,36.09,9.02,0,396.99,387.97
ER-1034,Premium E-Rick,2024-02-29,Pimpri,18.62061,73.80152,0.66,13,63.6,5.0,110,60,21,2.84,85.25,44.75,0,1108.25,1063.5
ER-1035,Standard E-Rick,2024-01-01,Hadapsar,18.492,73.92203,0.614,11,76.9,17.8,115,68,10,1.51,65.17,16.29,0,716.87,700.58
ER-1035,Standard E-Rick,2024-01-02,Hadapsar,18.48252,73.95013,0.55,8,66.5,16.9,81,88,12,2.5,45.7,13.71,0,365.6,351.89000000000004
ER-1035,Standard E-Rick,2024-01-03,Hadapsar,18.52033,73.94457,0.779,13,83.4,28.2,83,89,58,7.43,37.59,54.51,0,488.6700000000001,434.1600000000001
ER-1035,Standard E-Rick,2024-01-04,Hadapsar,18.47801,73.95,0.664,9,63.8,8.5,91,39,33,3.81,37.67,31.08,0,339.03000000000003,307.95000000000005
ER-1035,Standard E-Rick,2024-01-05,Hadapsar,18.51189,73.90727,0.525,8,72.1,40.3,52,27,8,0.76,43.01,8.6,0,344.08,335.47999999999996
ER-1035,Standard E-Rick,2024-01-06,Hadapsar,18.5171,73.92911,0.602,8,60.2,23.0,109,74,49,6.0,50.94,62.41,1,407.52,345.11
ER-1035,Standard E-Rick,2024-01-07,Hadapsar,18.53244,73.93752,0.486,7,62.9,35.9,76,45,0,0.48,56.08,0.0,1,392.56,392.56
ER-1035,Standard E-Rick,2024-01-08,Hadapsar,18.51374,73.92865,0.752,12,99.2,41.2,50,63,33,4.01,70.18,57.9,0,842.1600000000001,784.2600000000001
ER-1035,Standard E-Rick,2024-01-09,Hadapsar,18.49663,73.91495,0.644,11,61.0,22.5,92,71,64,7.68,65.03,104.06,0,715.33,611.27
ER-1035,Standard E-Rick,2024-01-10,Hadapsar,18.48595,73.95517,0.719,12,87.2,23.5,115,34,59,7.12,47.84,70.57,0,574.08,503.51000000000005
ER-1035,Standard E-Rick,2024-01-11,Hadapsar,18.50304,73.92967,0.689,10,62.4,17.9,101,77,20,3.2,68.89,34.44,0,688.9,654.46
ER-1035,Standard E-Rick,2024-01-12,Hadapsar,18.51786,73.911,0.84,16,67.1,5.0,119,73,41,5.47,67.29,68.97,0,1076.64,1007.6700000000001
ER-1035,Standard E-Rick,2024-01-13,Hadapsar,18.49138,73.90668,0.625,10,60.5,18.0,119,52,0,0.32,37.29,0.0,1,372.9,372.9
ER-1035,Standard E-Rick,2024-01-14,Hadapsar,18.48414,73.94389,0.592,12,86.3,43.2,61,77,13,1.89,49.04,15.94,1,588.48,572.54
ER-1035,Standard E-Rick,2024-01-15,Hadapsar,18.52517,73.95416,0.559,10,82.5,38.7,71,49,15,2.49,63.91,23.97,0,639.0999999999999,615.1299999999999
ER-1035,Standard E-Rick,2024-01-16,Hadapsar,18.50852,73.92144,0.642,9,94.5,43.0,72,81,46,4.92,37.65,43.29,0,338.84999999999997,295.55999999999995
ER-1035,Standard E-Rick,2024-01-17,Hadapsar,18.52979,73.93744,0.627,12,95.5,53.0,70,42,13,1.59,61.73,20.06,0,740.76,720.7
ER-1035,Standard E-Rick,2024-01-18,Hadapsar,18.5051,73.90499,0.661,11,70.9,9.2,122,79,13,0.56,73.32,23.83,0,806.52,782.6899999999999
ER-1035,Standard E-Rick,2024-01-19,Hadapsar,18.49485,73.90247,0.657,14,67.0,6.9,114,60,51,6.93,61.6,78.53,0,862.4,783.87
ER-1035,Standard E-Rick,2024-01-20,Hadapsar,18.48996,73.92502,0.7,14,89.9,12.2,115,22,38,4.45,61.1,58.04,1,855.4,797.36
